City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
67,Bizhbulyak,RU,63.43,overcast clouds,53.6967,54.2642,"Бижбуляк, гостиница ООО ""Домоустроитель"""
69,Port Hardy,CA,53.78,mist,50.6996,-127.4199,Airport Inn-Port Hardy
70,Salinas,US,63.41,mist,36.6777,-121.6555,Laurel Inn & Conference Center
72,Ilulissat,GL,62.62,broken clouds,69.2167,-51.1,Hotel Arctic
75,Talcahuano,CL,53.28,broken clouds,-36.7167,-73.1167,departamento comodo
76,Nanortalik,GL,52.23,clear sky,60.1432,-45.2371,Hotel Kap Farvel
77,Sao Filipe,CV,75.76,broken clouds,14.8961,-24.4956,Hotel Xaguate
78,Port Alfred,ZA,57.18,clear sky,-33.5906,26.891,The Halyards Hotel
79,Pathein,MM,76.91,overcast clouds,16.7833,94.7333,Pathein Hotel
80,Dalnegorsk,RU,61.63,overcast clouds,44.5604,135.5701,Dalnegorsk
81,Chuy,UY,62.24,light rain,-33.6971,-53.4616,Nuevo Hotel Plaza
82,Cabedelo,BR,77.67,overcast clouds,-6.9811,-34.8339,Pousada Camboinha
84,Alakurtti,RU,70.93,overcast clouds,66.9672,30.3491,Agroturystyka Gientosław
86,Saint-Paul,RE,68.09,few clouds,-21.0096,55.2707,Boucan Canot
88,Port Elizabeth,ZA,57.49,clear sky,-33.918,25.5701,39 On Nile Guest House
89,Vallenar,CL,62.56,scattered clouds,-28.5708,-70.7581,Humacao Bed & Breakfast
91,Kajaani,FI,77.05,clear sky,64.2273,27.7285,Original Sokos Hotel Valjus
92,Tautira,PF,75.36,light rain,-17.7333,-149.15,Pension Oaoa
93,Galle,LK,78.76,overcast clouds,6.0367,80.217,Amangalla
94,Koumac,NC,74.28,clear sky,-20.5667,164.2833,Le Monitel
95,Majene,ID,77.45,broken clouds,-3.5403,118.9707,Kost Putri RABBANI
96,Bandarbeyla,SO,76.23,overcast clouds,9.4942,50.8122,JABIR HOTEL
98,Lebu,CL,53.04,light rain,-37.6167,-73.65,Hostal Las Lilas
101,Vila Franca Do Campo,PT,73.81,broken clouds,37.7167,-25.4333,Pestana Bahia Praia
102,Kang,BW,62.56,scattered clouds,-23.6752,22.7876,Kang Ultra Stop
103,Yatou,CN,69.67,clear sky,37.15,122.3833,GreenTree Hotel Rongcheng Bus Station
105,Zabaykalsk,RU,68.05,few clouds,49.6333,117.3167,Zheleznyy Mir
107,Sitka,US,55.29,overcast clouds,57.0531,-135.33,Westmark Sitka
108,Andenes,NO,59.94,broken clouds,69.3143,16.1194,Hotell Marena
111,Olavarria,AR,57.02,scattered clouds,-36.8927,-60.3225,Hotel Santa Rosa
113,Mahalapye,BW,62.6,overcast clouds,-23.1041,26.8142,Keeme-Nao Hotel
115,Fortuna,US,57.92,broken clouds,40.5982,-124.1573,Super 8 by Wyndham Fortuna
117,Thompson,CA,60.96,smoke,55.7435,-97.8558,Burntwood Hotel
118,East London,ZA,56.34,clear sky,-33.0153,27.9116,Tu Casa
125,Nipawin,CA,71.64,clear sky,53.3668,-104.0009,Tobin Lake Motel
126,Vilyuysk,RU,58.01,overcast clouds,63.7553,121.6247,Gostinitsa Viliuisk
128,Wuwei,CN,56.32,scattered clouds,37.9281,102.6414,Thank Inn Chain Hotel gansu wuwei liangzhou district xiguan middle road
131,Kropotkin,RU,71.11,broken clouds,45.4375,40.5756,Hotel Europe Kropotkin
134,Richards Bay,ZA,65.75,clear sky,-28.783,32.0377,BON Hotel Waterfront Richards Bay
138,Chapais,CA,71.38,broken clouds,49.7834,-74.8492,Hôtel Opémiska
139,Fukue,JP,77.52,broken clouds,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
140,Byron Bay,AU,58.96,light rain,-28.65,153.6167,Backpackers Inn
141,Liuzhou,CN,79.3,scattered clouds,24.3126,109.3892,Linjiang Inn
142,Leshukonskoye,RU,68.92,scattered clouds,64.8989,45.7622,Pryalitsa Hostel
144,Kieta,PG,79.29,overcast clouds,-6.2167,155.6333,Uruna Bay Retreat
145,Darhan,MN,54.99,overcast clouds,49.4867,105.9228,Buudai Hotel
147,Geraldton,AU,61.63,broken clouds,-28.7667,114.6,Broadwater Mariner Resort
149,Tandil,AR,52.68,broken clouds,-37.3217,-59.1332,Hostal de la Sierra Tandil
150,Shimoda,JP,75.11,overcast clouds,34.6667,138.95,Shimoda Tokyu Hotel
151,Ucluelet,CA,55.71,broken clouds,48.9329,-125.5528,Black Rock Oceanfront Resort
153,Bubaque,GW,78.48,overcast clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
156,Mar Del Plata,AR,56.08,clear sky,-38.0023,-57.5575,Gran Hotel Mar del Plata
157,Jatiroto,ID,70.39,scattered clouds,-7.8833,111.1167,Mushola Al Huda
159,Yelabuga,RU,71.15,scattered clouds,55.7613,52.0649,"Мини-отель ""Blackberry"""
162,Nikolskoye,RU,76.91,clear sky,59.7035,30.7861,Tourist House - Sablino
163,Vestmannaeyjar,IS,50.99,light rain,63.4427,-20.2734,Glamping & Camping
164,Krasnoselkup,RU,50.83,broken clouds,65.7,82.4667,Krasnosel'kupnefteprodukt
166,Arraial Do Cabo,BR,76.96,scattered clouds,-22.9661,-42.0278,Pousada Porto Praia
169,Chiredzi,ZW,71.69,broken clouds,-21.05,31.6667,Clevers Hotel Chiredzi
170,Garissa,KE,79.0,broken clouds,-0.4536,39.6401,Sharif Plaza Hotel
171,Sayyan,YE,67.19,overcast clouds,15.1718,44.3244,ملاطف ابوحورية
172,Rudnya,RU,65.91,clear sky,54.947,31.0934,Paradoks
174,Kyshtovka,RU,58.08,overcast clouds,56.555,76.6271,Uyutnaya Mini-Hotel
176,Kununurra,AU,68.0,clear sky,-15.7667,128.7333,Hotel Kununurra
177,Narimanov,RU,76.95,overcast clouds,46.6927,47.8498,Solnechnyi
178,Kahului,US,73.42,light rain,20.8947,-156.47,Maui Seaside Hotel
179,Moerai,PF,71.31,broken clouds,-22.4333,-151.3333,Le Manotel
180,Avarua,CK,71.65,broken clouds,-21.2078,-159.775,Paradise Inn
181,Ponta Do Sol,PT,75.13,clear sky,32.6667,-17.1,Hotel do Campo
183,Portland,US,74.77,few clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
184,Prince Rupert,CA,57.29,overcast clouds,54.3161,-130.3201,Crest Hotel
185,Port-Gentil,GA,78.76,scattered clouds,-0.7193,8.7815,Fengshui Residence
186,Flinders,AU,59.38,overcast clouds,-34.5833,150.8552,Shellharbour Resort & Conference Centre
188,Bereda,ES,73.42,few clouds,43.2686,-7.5406,Pazo de Verdes
191,Isangel,VU,76.59,few clouds,-19.55,169.2667,Tanna Lodge
195,Rio Grande,BR,73.51,light rain,-32.035,-52.0986,Hotel Atlântico Rio Grande
198,Oktyabrskiy,RU,62.73,overcast clouds,54.4815,53.471,Гостиница Октябрьская
199,Hasaki,JP,79.29,overcast clouds,35.7333,140.8333,Inubosaki Kanko Hotel
201,Carnarvon,AU,65.59,broken clouds,-24.8667,113.6333,Hospitality Carnarvon
203,Mangan,IN,76.87,light rain,27.5167,88.5333,Hotel Mout View
205,Vitim,RU,62.1,overcast clouds,59.4511,112.5578,Gostinitsa V Apteke
206,Loukhi,RU,73.06,broken clouds,66.0764,33.0381,Хостел Северяночка
211,Bambous Virieux,MU,69.22,light rain,-20.3428,57.7575,Casa Tia Villa
212,Saldanha,ZA,55.45,scattered clouds,-33.0117,17.9442,Blue Bay Lodge
213,Manokwari,ID,78.1,broken clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
214,Jining,CN,75.61,clear sky,35.405,116.5814,Yunhe Star Hotel
216,Petropavlovsk-Kamchatskiy,RU,57.79,light rain,53.0452,158.6483,The Hotel Petropavlovsky
217,Port Lincoln,AU,54.79,overcast clouds,-34.7333,135.8667,Port Lincoln Hotel
221,Mahebourg,MU,69.26,scattered clouds,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
222,Saint-Pierre,RE,66.29,clear sky,-21.3393,55.4781,Alize Plage
